epoch,loss,age_loss,gender_loss,gender_auc,gender_acc
0,0.2852466226235306,5.708990282604347,0.14046496435040884,0.8827508149976239,0.8144271570014144
1,0.16176538856744851,2.7181366611235207,0.0935254991429962,0.9540604766144528,0.8966760961810467
2,0.1419418501039332,2.426010570608743,0.08097081697945084,0.9651639470643264,0.9137199434229136
3,0.12329815652964393,2.247114545427252,0.06660490623929523,0.9748833893478916,0.9310466760961812
4,0.10499751594976707,2.078889846928217,0.05230634495905104,0.982593430306239,0.9476661951909476
5,0.09740661411734544,1.9568819061785812,0.047769696802286835,0.9845008886461728,0.9517680339462518
6,0.0898678089812124,1.8845614330603344,0.04196017633939473,0.987529687084814,0.9591937765205092
7,0.08543321486335917,1.8135607674654672,0.039302499823718785,0.9881009352542464,0.9602545968882602
8,0.07758649902963613,1.698336154096029,0.03432213437981914,0.990524882915504,0.9679632248939181
9,0.07340003427017949,1.6443311557742797,0.0314655277899946,0.991265193389842,0.9692362093352191
10,0.07076285114509213,1.6097951859151458,0.0296798522969941,0.9916414511220657,0.9705091937765206
11,0.06828740578476745,1.5750894214552227,0.02806476455686029,0.9931597390131651,0.9717114568599717
12,0.06447625670402905,1.5199970378944865,0.02562251903295031,0.993685809383659,0.9743281471004244
13,0.06261465189809867,1.505990350305444,0.0240851154609694,0.9939113733729055,0.9756718528995757
14,0.061187751130154816,1.479107489511687,0.023337737274498782,0.9940671124148155,0.9779349363507779
15,0.05973828605691016,1.4599048138676471,0.02236217729920354,0.9930588847942149,0.9788543140028289
16,0.05633831481795753,1.4341242884350296,0.0195596334244529,0.9954361762463372,0.9818953323903818
17,0.05637361705131945,1.406356359746365,0.020337116497185455,0.9944084640595081,0.9803394625176803
18,0.05313432601819281,1.380892890114258,0.0176910785905891,0.9962042336798985,0.9833097595473833
19,0.05374679494190756,1.3890817077696072,0.018101304086419863,0.9955550916982485,0.981966053748232
20,0.051106666602705415,1.337389619739086,0.016770570985786815,0.9959611193380544,0.9846534653465346
21,0.04968755602009352,1.3461739914715711,0.015079088118301094,0.9962748040496553,0.9873408769448373
22,0.04961404745576342,1.326773443750647,0.015521496369480716,0.9965495767438679,0.9861386138613861
23,0.04946633305300496,1.321948844059522,0.015498627064640263,0.996759811237379,0.9852192362093353
24,0.04698636185422624,1.2733625345553838,0.014249420496589034,0.9975609997582104,0.9863507779349363
25,0.04662250822325681,1.2755349240722886,0.013817864335614653,0.9973578052185187,0.986987270155587
26,0.04609181417963735,1.2654023126842615,0.013543484302619972,0.997511517139268,0.987977369165488
